id,type,name,elevation_ft,municipality,gps_code,iata_code,local_code,latitude,longitude,state_code
KLGU,medium_airport,Logan-Cache Airport,4457.0,Logan,KLGU,LGU,LGU, 41.7911987305,-111.851997375,UT
KLHC,closed,Arlington Municipal Airport,308.0,Arlington,KLHC,LHC,, 35.28310012817383,-89.67250061035156,TN
KLHV,small_airport,William T. Piper Memorial Airport,556.0,Lock Haven,KLHV,LHV,LHV, 41.13560104,-77.42230225,PA
KLHW,small_airport,Wright AAF (Fort Stewart)/Midcoast Regional Airport,45.0,Fort Stewart(Hinesville),KLHW,LIY,LHW, 31.889099,-81.562303,GA
KLHZ,small_airport,Triangle North Executive Airport,369.0,Louisburg,KLHZ,LFN,LHZ, 36.0233,-78.330299,NC
KLIC,small_airport,Limon Municipal Airport,5374.0,Limon,KLIC,LIC,LIC, 39.274799346900004,-103.666000366,CO
KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,262.0,Little Rock,KLIT,LIT,LIT, 34.729400634799994,-92.2242965698,AR
KLKP,small_airport,Lake Placid Airport,1747.0,Lake Placid,KLKP,LKP,LKP, 44.2644996643,-73.96189880370001,NY
KLKU,small_airport,Louisa County Airport/Freeman Field,493.0,Louisa,KLKU,LOW,LKU, 38.00979996,-77.9701004,VA
KLKV,small_airport,Lake County Airport,4733.0,Lakeview,KLKV,LKV,LKV, 42.161098480199996,-120.399002075,OR
KLLJ,small_airport,Challis Airport,5072.0,Challis,KLLJ,CHL,LLJ, 44.522999,-114.218002,ID
KLMS,small_airport,Louisville Winston County Airport,575.0,Louisville,KLMS,LMS,LMS, 33.1461982727,-89.0625,MS
KLMT,medium_airport,Crater Lake-Klamath Regional Airport,4095.0,Klamath Falls,KLMT,LMT,LMT, 42.156101,-121.733002,OR
KLNA,small_airport,Palm Beach County Park Airport,14.0,West Palm Beach,KLNA,LNA,LNA, 26.59300041,-80.08509827,FL
KLND,medium_airport,Hunt Field,5586.0,Lander,KLND,LND,LND, 42.8152008057,-108.730003357,WY
KLNK,medium_airport,Lincoln Airport,1219.0,Lincoln,KLNK,LNK,LNK, 40.85100173950195,-96.75920104980469,NE
KLNN,small_airport,Willoughby Lost Nation Municipal Airport,626.0,Willoughby,KLNN,LNN,LNN, 41.683998107899995,-81.3897018433,OH
KLNP,small_airport,Lonesome Pine Airport,2684.0,Wise,KLNP,LNP,LNP, 36.9874992371,-82.5299987793,VA
KLNR,small_airport,Tri-County Regional Airport,717.0,Lone Rock,KLNR,LNR,LNR, 43.2117004395,-90.181602478,WI
KLNS,medium_airport,Lancaster Airport,403.0,Lancaster,KLNS,LNS,LNS, 40.121700286865234,-76.29609680175781,PA
KLOL,medium_airport,Derby Field,3904.0,Lovelock,KLOL,LOL,LOL, 40.0663986206,-118.565002441,NV
KLOM,small_airport,Wings Field,302.0,Philadelphia,KLOM,BBX,LOM, 40.1375007629,-75.2650985718,PA
KLOT,small_airport,Lewis University Airport,679.0,Chicago/Romeoville,KLOT,LOT,LOT, 41.6072998,-88.09619904,IL
KLOU,medium_airport,Bowman Field,546.0,Louisville,KLOU,LOU,LOU, 38.2280006409,-85.6636962891,KY
KLOZ,medium_airport,London-Corbin Airport/Magee Field,1212.0,London,KLOZ,LOZ,LOZ, 37.0821990967,-84.08489990230001,KY
KLPC,small_airport,Lompoc Airport,88.0,Lompoc,KLPC,LPC,LPC, 34.665599823,-120.468002319,CA
KLQK,small_airport,Pickens County Airport,1013.0,Pickens,KLQK,LQK,LQK, 34.8100013733,-82.70290374759999,SC
KLRD,medium_airport,Laredo International Airport,508.0,Laredo,KLRD,LRD,LRD, 27.543800354003906,-99.46160125732422,TX
KLRF,medium_airport,Little Rock Air Force Base,311.0,Jacksonville,KLRF,LRF,LRF, 34.916900634799994,-92.14969635010002,AR
KLRJ,small_airport,Le Mars Municipal Airport,1197.0,Le Mars,KLRJ,LRJ,LRJ, 42.77799988,-96.1937027,IA
KLRU,medium_airport,Las Cruces International Airport,4456.0,Las Cruces,KLRU,LRU,LRU, 32.289398193359375,-106.9219970703125,NM
KLSB,small_airport,Lordsburg Municipal Airport,4289.0,Lordsburg,KLSB,LSB,LSB, 32.3334999084,-108.692001343,NM
KLSE,medium_airport,La Crosse Municipal Airport,655.0,La Crosse,KLSE,LSE,LSE, 43.879002,-91.256699,WI
KLSF,medium_airport,Lawson Army Air Field (Fort Benning),232.0,Fort Benning(Columbus),KLSF,LSF,LSF, 32.337299346900004,-84.9913024902,GA
KLSK,small_airport,Lusk Municipal Airport,4964.0,Lusk,KLSK,LSK,LSK, 42.753799438499996,-104.404998779,WY
KLSN,small_airport,Los Banos Municipal Airport,121.0,Los Banos,KLSN,LSN,LSN, 37.06290054,-120.8690033,CA
KLSV,medium_airport,Nellis Air Force Base,1870.0,Las Vegas,KLSV,LSV,LSV, 36.2361984253,-115.033996582,NV
KLTS,large_airport,Altus Air Force Base,1382.0,Altus,KLTS,LTS,LTS, 34.667098999,-99.2667007446,OK
KLUF,large_airport,Luke Air Force Base,1085.0,Glendale,KLUF,LUF,LUF, 33.534999847399995,-112.383003235,AZ
KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,483.0,Cincinnati,KLUK,LUK,LUK, 39.10329819,-84.41860199,OH
KLUL,small_airport,Hesler Noble Field,238.0,Laurel,KLUL,LUL,LUL, 31.672599792499998,-89.172203064,MS
KLVK,small_airport,Livermore Municipal Airport,400.0,Livermore,KLVK,LVK,LVK, 37.6934013367,-121.819999695,CA
KLVL,small_airport,Lawrenceville Brunswick Municipal Airport,329.0,Lawrenceville,KLVL,LVL,LVL, 36.7728004456,-77.79429626459999,VA
KLVM,medium_airport,Mission Field,4660.0,Livingston,KLVM,LVM,LVM, 45.6994018555,-110.447998047,MT
KLVS,medium_airport,Las Vegas Municipal Airport,6877.0,Las Vegas,KLVS,LVS,LVS, 35.6542015076,-105.141998291,NM
KLWB,medium_airport,Greenbrier Valley Airport,2302.0,Lewisburg,KLWB,LWB,LWB, 37.8582992554,-80.3994979858,WV
KLWC,small_airport,Lawrence Municipal Airport,833.0,Lawrence,KLWC,LWC,LWC, 39.01119995,-95.21659851,KS
KLWL,small_airport,Wells Municipal Airport/Harriet Field,5772.0,Wells,KLWL,LWL,LWL, 41.117099762,-114.92199707,NV
KLWM,medium_airport,Lawrence Municipal Airport,148.0,Lawrence,KLWM,LWM,LWM, 42.717201232899995,-71.1233978271,MA
KLWS,medium_airport,Lewiston Nez Perce County Airport,1442.0,Lewiston,KLWS,LWS,LWS, 46.3745002746582,-117.01499938964844,ID
KLWT,medium_airport,Lewistown Municipal Airport,4170.0,Lewistown,KLWT,LWT,LWT, 47.04930114746094,-109.46700286865234,MT
KLWV,small_airport,Lawrenceville Vincennes International Airport,430.0,Lawrenceville,KLWV,LWV,LWV, 38.7643013,-87.6054992676,IL
KLXN,small_airport,Jim Kelly Field,2413.0,Lexington,KLXN,LXN,LXN, 40.791000366199995,-99.7772979736,NE
KLXV,small_airport,Lake County Airport,9927.0,Leadville,KLXV,LXV,LXV, 39.220298767100005,-106.317001343,CO
KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,938.0,Lynchburg,KLYH,LYH,LYH, 37.326698303222656,-79.20040130615234,VA
KLYO,small_airport,Lyons-Rice County Municipal Airport,1691.0,Lyons,KLYO,LYO,LYO, 38.34280014,-98.22689819,KS
KLZU,small_airport,Gwinnett County Briscoe Field,1061.0,Lawrenceville,KLZU,LZU,LZU, 33.97809982,-83.96240234,GA
KM13,small_airport,Poplarville Pearl River County Airport,320.0,Poplarville,M13,PCU,M13, 30.785999298096,-89.504501342773,MS
KM75,small_airport,Malta Airport,2254.0,Malta,M75,MLK,M75, 48.366901397700005,-107.918998718,MT
KMAC,small_airport,Macon Downtown Airport,437.0,Macon,KMAC,MAC,MAC, 32.82210159,-83.56199646,GA
KMAE,small_airport,Madera Municipal Airport,255.0,Madera,KMAE,MAE,MAE, 36.9886016846,-120.111999512,CA
KMAF,medium_airport,Midland International Airport,2871.0,Midland,KMAF,MAF,MAF, 31.9424991607666,-102.2020034790039,TX
KMAW,small_airport,Malden Regional Airport,294.0,Malden,KMAW,MAW,MAW, 36.6006012,-89.99220276,MO
KMBG,medium_airport,Mobridge Municipal Airport,1716.0,Mobridge,KMBG,MBG,MBG, 45.54650116,-100.4079971,SD
KMBL,small_airport,Manistee Co Blacker Airport,621.0,Manistee,KMBL,MBL,MBL, 44.2723999,-86.24690247,MI
KMBO,small_airport,Bruce Campbell Field,326.0,Madison,KMBO,DXE,MBO, 32.438702,-90.103104,MS
KMBS,large_airport,MBS International Airport,668.0,Saginaw,KMBS,MBS,MBS, 43.532901763916016,-84.07959747314453,MI
KMBY,small_airport,Omar N Bradley Airport,867.0,Moberly,KMBY,MBY,MBY, 39.463901519800004,-92.4270019531,MO
KMCB,medium_airport,Mc Comb/Pike County Airport/John E Lewis Field,413.0,Mc Comb,KMCB,MCB,MCB, 31.17849922,-90.47190094,MS
KMCC,medium_airport,Mc Clellan Airfield,77.0,Sacramento,KMCC,MCC,MCC, 38.66759872,-121.401001,CA
KMCD,small_airport,Mackinac Island Airport,739.0,Mackinac Island,KMCD,MCD,MCD, 45.86489868,-84.63729858,MI
KMCE,medium_airport,Merced Regional Macready Field,155.0,Merced,KMCE,MCE,MCE, 37.28469849,-120.5139999,CA
KMCF,large_airport,Mac Dill Air Force Base,14.0,Tampa,KMCF,MCF,MCF, 27.84930038,-82.52120209,FL
KMCI,large_airport,Kansas City International Airport,1026.0,Kansas City,KMCI,MCI,MCI, 39.2976,-94.713898,MO
KMCK,medium_airport,Mc Cook Ben Nelson Regional Airport,2583.0,Mc Cook,KMCK,MCK,MCK, 40.20629883,-100.5920029,NE
KMCN,medium_airport,Middle Georgia Regional Airport,354.0,Macon,KMCN,MCN,MCN, 32.69279861450195,-83.64920043945312,GA
KMCO,large_airport,Orlando International Airport,96.0,Orlando,KMCO,MCO,MCO, 28.429399490356445,-81.30899810791016,FL
KMCW,medium_airport,Mason City Municipal Airport,1213.0,Mason City,KMCW,MCW,MCW, 43.157798767100005,-93.3312988281,IA
KMDA,heliport,Martindale Army Heliport,674.0,San Antonio,KMDA,MDA,MDA, 29.4312992096,-98.3777999878,TX
KMDD,small_airport,Midland Airpark,2803.0,Midland,KMDD,MDD,MDD, 32.0364990234,-102.100997925,TX
KMDH,medium_airport,Southern Illinois Airport,411.0,Carbondale/Murphysboro,KMDH,MDH,MDH, 37.778099060058594,-89.25199890136719,IL
KMDS,small_airport,Madison Municipal Airport,1718.0,Madison,KMDS,XMD,MDS, 44.01599884,-97.08589935,SD
KMDT,medium_airport,Harrisburg International Airport,310.0,Harrisburg,KMDT,MDT,MDT, 40.1935005188,-76.7633972168,PA
KMDW,large_airport,Chicago Midway International Airport,620.0,Chicago,KMDW,MDW,MDW, 41.785999,-87.752403,IL
KMDZ,small_airport,Taylor County Airport,1478.0,Medford,KMDZ,MDF,MDZ, 45.10100174,-90.30329895,WI
KMEI,medium_airport,Key Field,297.0,Meridian,KMEI,MEI,MEI, 32.33259963989258,-88.75189971923828,MS
KMEM,large_airport,Memphis International Airport,341.0,Memphis,KMEM,MEM,MEM, 35.04240036010742,-89.97669982910156,TN
KMER,medium_airport,Castle Airport,191.0,Merced,KMER,MER,MER, 37.38050079,-120.5680008,CA
KMEV,small_airport,Minden-Tahoe Airport,4722.0,Minden,KMEV,MEV,MEV, 39.00030136,-119.7509995,NV
KMFD,medium_airport,Mansfield Lahm Regional Airport,1297.0,Mansfield,KMFD,MFD,MFD, 40.82139968869999,-82.5166015625,OH
KMFE,medium_airport,Mc Allen Miller International Airport,107.0,Mc Allen,KMFE,MFE,MFE, 26.17580032,-98.23860168,TX
KMFI,small_airport,Marshfield Municipal Airport,1277.0,Marshfield,KMFI,MFI,MFI, 44.6369018555,-90.18930053710001,WI
KMFR,medium_airport,Rogue Valley International Medford Airport,1335.0,Medford,KMFR,MFR,MFR, 42.37419891357422,-122.87300109863281,OR
KMFV,small_airport,Accomack County Airport,47.0,Melfa,KMFV,MFV,MFV, 37.646900177,-75.761100769,VA
KMGC,small_airport,Michigan City Municipal Airport,655.0,Michigan City,KMGC,MGC,MGC, 41.703300476100004,-86.8211975098,IN
KMGE,large_airport,Dobbins Air Reserve Base,1068.0,Marietta,KMGE,MGE,MGE, 33.91540146,-84.51629639,GA
KMGJ,small_airport,Orange County Airport,364.0,Montgomery,KMGJ,MGJ,MGJ, 41.50999832,-74.26460266,NY
KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,221.0,Montgomery,KMGM,MGM,MGM, 32.30059814,-86.39399719,AL
KMGR,small_airport,Moultrie Municipal Airport,294.0,Moultrie,KMGR,MGR,MGR, 31.084899902300002,-83.8032989502,GA
KMGW,medium_airport,Morgantown Municipal Walter L. Bill Hart Field,1248.0,Morgantown,KMGW,MGW,MGW, 39.64289856,-79.91629791,WV
KMGY,small_airport,Dayton-Wright Brothers Airport,957.0,Dayton,KMGY,MGY,MGY, 39.5890007019,-84.224899292,OH
KMHE,small_airport,Mitchell Municipal Airport,1304.0,Mitchell,KMHE,MHE,MHE, 43.774799346900004,-98.03859710690001,SD
KMHK,medium_airport,Manhattan Regional Airport,1057.0,Manhattan,KMHK,MHK,MHK, 39.14099884033203,-96.6707992553711,KS
KMHL,small_airport,Marshall Memorial Municipal Airport,779.0,Marshall,KMHL,MHL,MHL, 39.0957984924,-93.20290374759999,MO
KMHR,medium_airport,Sacramento Mather Airport,98.0,Sacramento,KMHR,MHR,MHR, 38.55390167,-121.2979965,CA
KMHT,medium_airport,Manchester-Boston Regional Airport,266.0,Manchester,KMHT,MHT,MHT, 42.932598,-71.435699,NH
KMHV,small_airport,Mojave Airport,2801.0,Mojave,KMHV,MHV,MHV, 35.05939865,-118.1520004,CA
KMIA,large_airport,Miami International Airport,8.0,Miami,KMIA,MIA,MIA, 25.79319953918457,-80.29060363769531,FL
KMIB,medium_airport,Minot Air Force Base,1667.0,Minot,KMIB,MIB,MIB, 48.4156,-101.358002,ND
KMIE,medium_airport,Delaware County Johnson Field,937.0,Muncie,KMIE,MIE,MIE, 40.2422981262207,-85.3958969116211,IN
KMIT,small_airport,Shafter Airport - Minter Field,424.0,Shafter,KMIT,MIT,MIT, 35.507401,-119.192002,CA
KMIV,medium_airport,Millville Municipal Airport,85.0,Millville,KMIV,MIV,MIV, 39.367802,-75.072197,NJ
KMJX,small_airport,Ocean County Airport,82.0,Toms River,KMJX,MJX,MJX, 39.92750168,-74.29239655,NJ
KMKC,medium_airport,Charles B. Wheeler Downtown Airport,759.0,Kansas City,KMKC,MKC,MKC, 39.123199462890625,-94.5927963256836,MO
KMKE,large_airport,General Mitchell International Airport,723.0,Milwaukee,KMKE,MKE,MKE, 42.947200775146484,-87.89659881591797,WI
KMKG,small_airport,Muskegon County Airport,629.0,Muskegon,KMKG,MKG,MKG, 43.16949844,-86.23819733,MI
KMKL,medium_airport,McKellar-Sipes Regional Airport,434.0,Jackson,KMKL,MKL,MKL, 35.599899,-88.915604,TN
KMKY,small_airport,Marco Island Executive Airport,5.0,Marco Island,KMKY,MRK,MKY, 25.995001,-81.672501,FL
KMLB,medium_airport,Melbourne International Airport,33.0,Melbourne,KMLB,MLB,MLB, 28.102800369262695,-80.64530181884766,FL
KMLC,medium_airport,Mc Alester Regional Airport,770.0,Mc Alester,KMLC,MLC,MLC, 34.882401,-95.783501,OK
KMLI,large_airport,Quad City International Airport,590.0,Moline,KMLI,MLI,MLI, 41.44850158691406,-90.50749969482422,IL
KMLS,medium_airport,Frank Wiley Field,2630.0,Miles City,KMLS,MLS,MLS, 46.428001403808594,-105.88600158691406,MT
KMLU,large_airport,Monroe Regional Airport,79.0,Monroe,KMLU,MLU,MLU, 32.51089859008789,-92.0376968383789,LA
KMMH,small_airport,Mammoth Yosemite Airport,7135.0,Mammoth Lakes,KMMH,MMH,MMH, 37.62409973,-118.8379974,CA
KMMI,small_airport,McMinn County Airport,875.0,Athens,KMMI,MMI,MMI, 35.39730072,-84.56259918,TN
KMML,small_airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,1183.0,Marshall,KMML,MML,MML, 44.45050049,-95.82189941,MN
KMMS,small_airport,Selfs Airport,162.0,Marks,KMMS,MMS,MMS, 34.2314987183,-90.28959655759999,MS
KMMT,medium_airport,Mc Entire Joint National Guard Base,254.0,Eastover,KMMT,MMT,MMT, 33.92079926,-80.80130005,SC
KMMU,medium_airport,Morristown Municipal Airport,187.0,Morristown,KMMU,MMU,MMU, 40.799400329589844,-74.41490173339844,NJ
KMNM,small_airport,Menominee Regional Airport,625.0,Menominee,KMNM,MNM,MNM, 45.126701,-87.638397,MI
KMNN,small_airport,Marion Municipal Airport,993.0,Marion,KMNN,MNN,MNN, 40.6161994934,-83.06349945070001,OH
KMOB,large_airport,Mobile Regional Airport,219.0,Mobile,KMOB,MOB,MOB, 30.691200256348,-88.242797851562,AL
KMOD,medium_airport,Modesto City Co-Harry Sham Field,97.0,Modesto,KMOD,MOD,MOD, 37.62580109,-120.9540024,CA
KMOT,medium_airport,Minot International Airport,1716.0,Minot,KMOT,MOT,MOT, 48.2593994140625,-101.27999877929688,ND
KMPI,small_airport,Mariposa Yosemite Airport,2254.0,Mariposa,KMPI,RMY,MPI, 37.5108985901,-120.040000916,CA
KMPV,medium_airport,Edward F Knapp State Airport,1166.0,Barre/Montpelier,KMPV,MPV,MPV, 44.20349884,-72.56230164,VT
KMPZ,small_airport,Mount Pleasant Municipal Airport,730.0,Mount Pleasant,KMPZ,MPZ,MPZ, 40.94660187,-91.51110077,IA
KMQB,small_airport,Macomb Municipal Airport,707.0,Macomb,KMQB,MQB,MQB, 40.520099639899996,-90.65239715579999,IL
KMQI,small_airport,Dare County Regional Airport,13.0,Manteo,KMQI,MEO,MQI, 35.91899872,-75.69550323,NC
KMQS,small_airport,Chester County G O Carlson Airport,660.0,Coatesville,KMQS,CTH,MQS, 39.97900009,-75.8655014,PA
KMQY,medium_airport,Smyrna Airport,543.0,Smyrna,KMQY,MQY,MQY, 36.0089988708,-86.5201034546,TN
KMRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,565.0,Martinsburg,KMRB,MRB,MRB, 39.40190125,-77.98459625,WV
KMRC,small_airport,Maury County Airport,681.0,Columbia/Mount Pleasant,KMRC,MRC,MRC, 35.5541000366,-87.17890167239999,TN
KMRF,small_airport,Marfa Municipal Airport,4849.0,Marfa,KMRF,MRF,MRF, 30.371099,-104.017997,TX
KMRY,medium_airport,Monterey Peninsula Airport,257.0,Monterey,KMRY,MRY,MRY, 36.58700180053711,-121.84300231933594,CA
KMSL,medium_airport,Northwest Alabama Regional Airport,551.0,Muscle Shoals,KMSL,MSL,MSL, 34.74530029,-87.61019897,AL
KMSN,large_airport,Dane County Regional Truax Field,887.0,Madison,KMSN,MSN,MSN, 43.13990020751953,-89.3375015258789,WI
KMSO,medium_airport,Missoula International Airport,3206.0,Missoula,KMSO,MSO,MSO, 46.91630173,-114.0910034,MT
KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,Minneapolis,KMSP,MSP,MSP, 44.882,-93.221802,MN
KMSS,medium_airport,Massena International Richards Field,215.0,Massena,KMSS,MSS,MSS, 44.93579864501953,-74.84559631347656,NY
KMSY,large_airport,Louis Armstrong New Orleans International Airport,4.0,New Orleans,KMSY,MSY,MSY, 29.99340057373047,-90.25800323486328,LA
KMTC,medium_airport,Selfridge Air National Guard Base Airport,580.0,Mount Clemens,KMTC,MTC,MTC, 42.613463,-82.836919,MI
KMTH,medium_airport,The Florida Keys Marathon Airport,5.0,Marathon,KMTH,MTH,MTH, 24.726101,-81.051399,FL
KMTJ,medium_airport,Montrose Regional Airport,5759.0,Montrose,KMTJ,MTJ,MTJ, 38.509799957300004,-107.893997192,CO
KMTN,medium_airport,Martin State Airport,21.0,Baltimore,KMTN,MTN,MTN, 39.325699,-76.413803,MD
KMTO,small_airport,Coles County Memorial Airport,722.0,Mattoon/Charleston,KMTO,MTO,MTO, 39.477901,-88.279198,IL
KMUO,large_airport,Mountain Home Air Force Base,2996.0,Mountain Home,KMUO,MUO,MUO, 43.043598,-115.872002,ID
KMVC,small_airport,Monroe County Aeroplex Airport,419.0,Monroeville,KMVC,MVC,MVC, 31.458,-87.350996,AL
KMVL,small_airport,Morrisville Stowe State Airport,732.0,Morrisville,KMVL,MVL,MVL, 44.53459930419999,-72.6139984131,VT
KMVY,small_airport,Martha's Vineyard Airport,67.0,Martha's Vineyard,KMVY,MVY,MVY, 41.3931007385,-70.6143035889,MA
KMWA,small_airport,Williamson County Regional Airport,472.0,Marion,KMWA,MWA,MWA, 37.75500107,-89.01110077,IL
KMWC,small_airport,Lawrence J Timmerman Airport,745.0,Milwaukee,KMWC,MWC,MWC, 43.110401,-88.034401,WI
KMWH,medium_airport,Grant County International Airport,1189.0,Moses Lake,KMWH,MWH,MWH, 47.20769882,-119.3199997,WA
KMWL,small_airport,Mineral Wells Airport,974.0,Mineral Wells,KMWL,MWL,MWL, 32.7816009521,-98.0602035522,TX
KMWO,small_airport,Middletown Regional Airport,650.0,Middletown,KMWO,MWO,MWO, 39.530998,-84.395302,OH
KMXF,medium_airport,Maxwell Air Force Base,171.0,Montgomery,KMXF,MXF,MXF, 32.3829,-86.365799,AL
KMYF,small_airport,Montgomery-Gibbs Executive Airport,427.0,San Diego,KMYF,MYF,MYF, 32.8157,-117.139999,CA
KMYL,medium_airport,McCall Municipal Airport,5024.0,McCall,KMYL,MYL,MYL, 44.88970184,-116.1009979,ID
KMYR,medium_airport,Myrtle Beach International Airport,25.0,Myrtle Beach,KMYR,MYR,MYR, 33.6796989441,-78.9282989502,SC
KMYV,medium_airport,Yuba County Airport,64.0,Marysville,KMYV,MYV,MYV, 39.09780121,-121.5699997,CA
KMZJ,small_airport,Pinal Airpark,1893.0,Marana,KMZJ,MZJ,MZJ, 32.5106010437,-111.32800293,AZ
KMZZ,small_airport,Marion Municipal Airport,859.0,Marion,KMZZ,MZZ,MZZ, 40.4898986816,-85.6797027588,IN
KN03,small_airport,Cortland County Chase Field,1198.0,Cortland,KN03,CTX,N03, 42.59260178,-76.21489716,NY
KN23,small_airport,Sidney Municipal Airport,1027.0,Sidney,N23,SXY,N23, 42.302600860596,-75.416000366211,NY
KN53,small_airport,Stroudsburg Pocono Airport,480.0,East Stroudsburg,KN53,ESP,N53, 41.0358009338,-75.1605987549,PA
KNBG,medium_airport,New Orleans NAS JRB/Alvin Callender Field,2.0,New Orleans,KNBG,NBG,NBG, 29.82530022,-90.03500366,LA
KNBJ,small_airport,Naval Outlying Field Barin,54.0,Foley,KNBJ,NHX,NBJ, 30.389099121100003,-87.63529968259999,AL
KNDY,small_airport,Dahlgren Naval Surface Warfare Center Airport,18.0,Dahlgren,KNDY,DGN,NDY, 38.33250046,-77.03720093,VA
KNEL,medium_airport,Lakehurst Maxfield Field Airport,101.0,Lakehurst,KNEL,NEL,NEL, 40.03329849,-74.353302,NJ
KNEN,small_airport,Whitehouse Naval Outlying Field,99.0,Jacksonville,KNEN,NEN,NEN, 30.353900909424,-81.87190246582,FL
KNEW,medium_airport,Lakefront Airport,8.0,New Orleans,KNEW,NEW,NEW, 30.042400360107,-90.028297424316,LA
KNFL,medium_airport,Fallon Naval Air Station,3934.0,Fallon,KNFL,NFL,NFL, 39.41659927,-118.7009964,NV
KNFW,medium_airport,NAS Fort Worth JRB/Carswell Field,650.0,Fort Worth,KNFW,FWH,NFW, 32.76919937,-97.4414978,TX
KNGU,medium_airport,Norfolk Naval Station (Chambers Field),17.0,Norfolk,KNGU,NGU,NGU, 36.937599,-76.289299,VA
KNGZ,closed,Alameda Naval Air Station,10.0,Alameda,KNGZ,NGZ,, 37.78889846801758,-122.31999969482422,CA
KNHK,medium_airport,Patuxent River Naval Air Station (Trapnell Field),39.0,Patuxent River,KNHK,NHK,NHK, 38.285999,-76.411797,MD
KNHZ,medium_airport,Brunswick Executive Airport,72.0,Brunswick,KBXM,NHZ,BXM, 43.89220047,-69.93859863,ME
KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),21.0,Jacksonville,KNIP,NIP,NIP, 30.2358,-81.680603,FL
KNJK,medium_airport,El Centro NAF Airport (Vraciu Field),-42.0,El Centro,KNJK,NJK,NJK, 32.829201,-115.671996,CA
KNKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,477.0,San Diego,KNKX,NKX,NKX, 32.86840057,-117.1429977,CA
KNLC,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,232.0,Lemoore,KNLC,NLC,NLC, 36.33300018,-119.9520035,CA
KNPA,medium_airport,Pensacola Naval Air Station/Forrest Sherman Field,28.0,Pensacola,KNPA,NPA,NPA, 30.35269928,-87.31860352,FL
KNQA,medium_airport,Millington-Memphis Airport,320.0,Millington,KNQA,NQA,NQA, 35.356701,-89.8703,TN
KNQI,medium_airport,Kingsville Naval Air Station,50.0,Kingsville,KNQI,NQI,NQI, 27.5072002411,-97.8097000122,TX
KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,6.0,Key West,KNQX,NQX,NQX, 24.57579994,-81.68890381,FL
KNRB,medium_airport,Naval Station Mayport (Admiral David L. Mcdonald Field),15.0,Mayport,KNRB,NRB,NRB, 30.39109993,-81.42469788,FL
KNRS,small_airport,Naval Outlying Field Imperial Beach (Ream Field),24.0,Imperial Beach,KNRS,NRS,NRS, 32.56669998,-117.1169968,CA
KNSE,medium_airport,Whiting Field Naval Air Station - North,199.0,Milton,KNSE,NSE,NSE, 30.7241993,-87.02189636,FL
KNTD,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),13.0,Point Mugu,KNTD,NTD,NTD, 34.120300293,-119.121002197,CA
KNTU,medium_airport,Oceana Naval Air Station,23.0,Virginia Beach,KNTU,NTU,NTU, 36.820702,-76.033501,VA
KNUQ,medium_airport,Moffett Federal Airfield,32.0,Mountain View,KNUQ,NUQ,NUQ, 37.4161,-122.049004,CA
KNUW,medium_airport,Whidbey Island Naval Air Station (Ault Field),47.0,Oak Harbor,KNUW,NUW,NUW, 48.351799,-122.655998,WA
KNYL,medium_airport,Yuma MCAS/Yuma International Airport,213.0,Yuma,KNYL,YUM,NYL, 32.65660095,-114.6060028,AZ
KNZY,medium_airport,North Island Naval Air Station-Halsey Field,26.0,San Diego,KNZY,NZY,NZY, 32.69919968,-117.2149963,CA
KO02,small_airport,Nervino Airport,4900.0,Beckwourth,KO02,NVN,O02, 39.8185005188,-120.352996826,CA
KO22,small_airport,Columbia Airport,2118.0,Columbia,O22,COA,O22, 38.030399322499996,-120.415000916,CA
KO27,small_airport,Oakdale Airport,237.0,Oakdale,O27,ODC,O27, 37.75630188,-120.8000031,CA
KO43,small_airport,Yerington Municipal Airport,4378.0,Yerington,O43,EYR,O43, 39.0041007996,-119.157997131,NV
KOAJ,medium_airport,Albert J Ellis Airport,94.0,Jacksonville,KOAJ,OAJ,OAJ, 34.8292007446,-77.61209869380001,NC
KOAK,large_airport,Metropolitan Oakland International Airport,9.0,Oakland,KOAK,OAK,OAK, 37.721298,-122.221001,CA
KOAR,small_airport,Marina Municipal Airport,137.0,Marina,KOAR,OAR,OAR, 36.68190002,-121.762001,CA
KOBE,small_airport,Okeechobee County Airport,34.0,Okeechobee,KOBE,OBE,OBE, 27.262800216699997,-80.8498001099,FL
KOCF,small_airport,Ocala International Airport - Jim Taylor Field,90.0,Ocala,KOCF,OCF,OCF, 29.17259979,-82.22419739,FL
KOCH,small_airport,A L Mangham Jr. Regional Airport,355.0,Nacogdoches,KOCH,OCH,OCH, 31.57799911,-94.70950317,TX
KOCW,small_airport,Warren Field,38.0,Washington,KOCW,OCW,OCW, 35.570499420166,-77.049797058105,NC
